position x,position y,velocity x,velocity y
21.833333333333332,500,38.333333333333336,0
24.77777777777778,500,71.66666666666667,0
28.833333333333336,500,105.0,0
34.0,500,138.33333333333334,0
40.27777777777778,500,171.66666666666669,0
47.66666666666667,500,205.00000000000003,0
56.16666666666667,500,238.33333333333337,0
65.77777777777779,500,271.6666666666667,0
76.5,500,305.0,0
88.33333333333333,500,338.3333333333333,0
101.27777777777777,500,371.66666666666663,0
115.33333333333333,500,404.99999999999994,0
130.5,500,438.33333333333326,0
146.77777777777777,500,471.6666666666666,0
164.16666666666666,500,504.9999999999999,0
182.66666666666666,500,538.3333333333333,0
202.27777777777777,500,571.6666666666666,0
223.0,500,605.0,0
244.83333333333334,500,638.3333333333334,0
267.77777777777777,500,671.6666666666667,0
291.8333333333333,500,705.0000000000001,0
317.0,500,738.3333333333335,0
343.27777777777777,500,771.6666666666669,0
370.6666666666667,500,805.0000000000002,0
399.1666666666667,500,838.3333333333336,0
428.7777777777778,500,871.666666666667,0
459.50000000000006,500,905.0000000000003,0
491.3333333333334,500,938.3333333333337,0
524.2777777777778,500,971.6666666666671,0
558.3333333333334,500,1005.0000000000005,0
593.5,500,1038.3333333333337,0
629.7777777777778,500,1071.666666666667,0
667.1666666666667,500,1105.0000000000002,0
705.6666666666667,500,1138.3333333333335,0
745.2777777777778,500,1171.6666666666667,0
786.0,500,1205.0,0
827.8333333333334,500,1238.3333333333333,0
870.7777777777778,500,1271.6666666666665,0
914.8333333333334,500,1304.9999999999998,0
960.0,500,1338.333333333333,0
1006.2777777777777,500,1371.6666666666663,0
1053.6666666666665,500,1404.9999999999995,0
